tenure_months,monthly_charges,total_charges,num_products,support_calls,payment_delays,contract_type,internet_service,online_security,tech_support,paperless_billing,gender,senior_citizen,partner,dependents,churn
67,46.53,3347.91,1,3,2,Month-to-month,Fiber optic,Yes,No,No,Male,0,No,Yes,0
46,80.16,1951.17,3,9,4,Month-to-month,No,Yes,Yes,Yes,Male,0,No,No,0
24,49.66,255.25,4,2,4,One year,Fiber optic,Yes,No,No,Female,0,Yes,No,0
32,91.44,7047.21,4,1,3,Month-to-month,No,No,No,Yes,Female,0,No,No,1
47,95.9,7728.32,2,0,0,One year,DSL,Yes,Yes,Yes,Male,0,No,No,1
23,30.25,2798.41,4,2,4,Two year,Fiber optic,No,No,Yes,Female,0,No,No,0
66,71.39,2774.2,3,9,3,One year,No,No,No,Yes,Male,0,No,No,0
27,70.89,156.03,2,5,1,Month-to-month,Fiber optic,No,No,No,Male,0,No,No,1
2,56.93,5473.98,2,8,4,Two year,Fiber optic,Yes,Yes,No,Male,0,Yes,No,0
17,113.29,6620.98,2,4,1,One year,Fiber optic,Yes,Yes,No,Female,1,Yes,Yes,1
33,102.75,1258.21,4,2,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,Yes,0
9,89.72,1361.36,4,4,4,Month-to-month,No,No,No,Yes,Male,0,Yes,Yes,0
43,91.43,6341.66,4,4,3,One year,Fiber optic,Yes,Yes,No,Female,1,Yes,No,0
48,66.17,4968.7,2,4,2,Two year,DSL,Yes,Yes,No,Female,1,No,No,0
39,112.1,454.4,2,6,4,Two year,Fiber optic,No,No,Yes,Female,0,No,No,0
42,89.46,5018.12,1,4,4,Month-to-month,DSL,No,Yes,Yes,Female,1,Yes,No,0
26,92.9,2540.45,1,6,4,Month-to-month,Fiber optic,Yes,No,No,Female,0,Yes,No,1
50,106.17,3012.93,4,8,4,Month-to-month,DSL,Yes,No,No,Female,1,No,Yes,1
25,47.41,6180.88,2,4,3,One year,No,No,Yes,Yes,Male,0,Yes,No,0
24,100.71,6506.39,4,1,3,One year,No,No,No,Yes,Female,0,Yes,No,0
13,39.52,3262.82,4,4,2,Month-to-month,DSL,No,No,No,Female,0,No,No,0
60,54.53,7582.51,1,7,3,Month-to-month,DSL,Yes,No,Yes,Female,1,Yes,Yes,0
7,53.56,3311.06,3,3,3,Two year,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,1
57,117.85,6197.5,4,1,0,Two year,Fiber optic,No,No,Yes,Female,0,Yes,Yes,0
36,105.65,3922.63,3,9,0,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,Yes,0
45,90.12,7190.51,3,2,1,One year,DSL,Yes,Yes,No,Male,0,Yes,No,0
20,92.71,7271.31,2,8,2,One year,Fiber optic,Yes,No,Yes,Male,0,No,Yes,0
65,76.21,790.59,2,8,0,Month-to-month,Fiber optic,No,No,No,Male,0,Yes,Yes,1
8,114.71,7498.3,4,7,2,Month-to-month,DSL,Yes,No,Yes,Female,0,Yes,No,0
16,69.63,6621.73,1,7,2,Month-to-month,Fiber optic,No,No,No,Female,0,No,No,1
14,58.05,6351.35,1,7,4,Month-to-month,No,Yes,No,Yes,Female,0,Yes,Yes,0
15,36.3,1687.2,4,7,2,One year,DSL,No,Yes,Yes,Female,0,Yes,Yes,0
66,98.62,6460.44,4,7,4,Month-to-month,Fiber optic,No,Yes,No,Female,1,No,No,1
32,93.44,6816.05,1,0,1,Month-to-month,DSL,Yes,No,Yes,Female,0,No,Yes,0
63,58.44,2384.29,3,5,1,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,No,0
51,22.52,7622.85,4,8,1,Month-to-month,DSL,No,Yes,Yes,Male,0,No,No,1
25,103.9,493.9,3,7,4,One year,Fiber optic,No,Yes,Yes,Female,0,No,No,1
58,21.14,1284.28,4,2,4,Month-to-month,No,Yes,No,Yes,Female,0,Yes,Yes,0
63,90.37,4346.89,4,0,1,Month-to-month,Fiber optic,No,Yes,No,Female,0,No,No,0
62,117.03,4648.76,3,1,4,Two year,DSL,No,Yes,Yes,Female,0,No,No,1
22,63.77,5196.69,3,1,3,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,No,0
58,43.5,234.06,1,6,3,One year,Fiber optic,Yes,No,Yes,Female,0,No,No,1
58,90.49,7686.9,4,5,4,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,Yes,1
49,101.71,452.25,2,1,4,Two year,DSL,Yes,No,No,Male,1,No,Yes,0
52,74.64,1230.19,2,7,0,Two year,Fiber optic,No,Yes,No,Female,0,Yes,No,0
42,116.7,210.71,4,8,0,Month-to-month,No,Yes,No,Yes,Female,0,Yes,No,1
70,25.17,4578.18,4,6,2,One year,DSL,Yes,Yes,No,Female,1,No,No,0
15,70.48,7464.91,4,3,2,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,Yes,Yes,0
54,91.85,5360.98,3,0,2,Two year,DSL,Yes,Yes,Yes,Male,0,Yes,No,0
60,106.26,6598.99,2,3,1,Month-to-month,Fiber optic,No,No,Yes,Male,0,Yes,No,1
8,37.93,204.92,2,3,3,Two year,Fiber optic,No,No,Yes,Male,0,No,No,1
53,100.0,4381.92,2,7,1,Month-to-month,No,Yes,Yes,Yes,Male,0,No,No,0
60,75.27,3730.55,4,3,4,One year,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,0
5,59.66,4041.85,3,3,0,Two year,Fiber optic,Yes,No,Yes,Female,0,No,No,1
68,33.17,670.48,4,1,4,Two year,DSL,Yes,No,Yes,Male,0,No,No,0
6,106.53,5507.04,1,9,4,Month-to-month,DSL,No,Yes,No,Female,0,No,No,1
47,35.73,4075.44,1,6,0,Month-to-month,Fiber optic,No,No,Yes,Male,0,Yes,No,0
55,50.98,6144.68,2,3,4,Month-to-month,No,No,Yes,Yes,Male,0,No,Yes,0
40,49.0,3933.8,4,5,2,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,No,0
52,107.14,1280.11,1,2,0,Month-to-month,Fiber optic,Yes,No,No,Female,1,Yes,No,1
16,87.27,5221.23,1,6,4,Month-to-month,DSL,No,Yes,Yes,Female,0,No,No,1
13,99.67,1461.85,4,5,2,Month-to-month,Fiber optic,No,No,Yes,Female,0,Yes,Yes,1
30,45.05,6991.92,3,2,2,Month-to-month,DSL,Yes,Yes,No,Female,0,No,Yes,1
19,82.49,4943.62,4,3,3,Month-to-month,DSL,No,Yes,No,Female,0,No,Yes,0
17,77.17,1341.91,4,9,2,Month-to-month,Fiber optic,No,Yes,No,Male,1,No,Yes,0
63,103.28,7702.47,3,4,1,Month-to-month,Fiber optic,No,Yes,Yes,Male,1,No,Yes,0
19,110.61,4195.09,2,8,0,One year,Fiber optic,Yes,Yes,No,Male,0,Yes,Yes,1
58,21.22,675.9,2,5,0,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,No,No,0
55,87.4,5051.98,2,3,0,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,Yes,Yes,0
62,25.18,2100.27,3,6,4,Month-to-month,DSL,Yes,Yes,No,Female,0,Yes,No,0
23,74.89,6449.18,1,1,4,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,Yes,0
9,48.76,6560.79,3,3,1,One year,DSL,No,Yes,No,Male,0,No,No,1
12,50.68,7833.68,4,4,2,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,No,1
1,55.3,4064.77,3,3,4,Month-to-month,DSL,Yes,Yes,Yes,Female,1,No,Yes,0
58,82.13,3694.16,1,3,2,Two year,DSL,Yes,No,Yes,Female,0,No,Yes,0
1,53.4,6052.46,1,8,2,Two year,Fiber optic,No,No,Yes,Male,0,No,Yes,0
34,93.27,1146.52,4,1,4,Month-to-month,No,No,Yes,Yes,Male,0,No,No,0
48,60.45,4420.63,2,5,4,Month-to-month,DSL,Yes,Yes,No,Male,0,No,No,1
1,26.84,4415.36,1,7,1,Month-to-month,DSL,Yes,No,Yes,Male,0,No,No,1
16,98.38,806.84,1,7,3,Month-to-month,DSL,Yes,Yes,Yes,Female,0,Yes,Yes,1
61,48.58,3402.07,1,6,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,No,No,0
64,63.28,6840.95,4,9,4,One year,Fiber optic,Yes,Yes,Yes,Female,0,No,No,0
63,88.54,6863.61,1,3,4,Month-to-month,Fiber optic,Yes,No,No,Female,0,Yes,No,1
69,53.25,883.98,2,6,2,Two year,Fiber optic,Yes,Yes,No,Female,0,No,No,0
22,25.66,816.69,4,9,3,Month-to-month,Fiber optic,Yes,No,Yes,Female,1,No,Yes,1
67,57.39,2175.29,2,5,4,Month-to-month,No,No,No,No,Female,1,Yes,Yes,1
26,114.44,7010.65,1,5,3,One year,DSL,Yes,Yes,Yes,Male,0,No,No,1
16,84.17,1118.33,1,1,0,Month-to-month,No,No,No,No,Female,0,Yes,No,1
51,87.15,5787.97,2,7,2,Month-to-month,DSL,Yes,No,Yes,Male,0,No,Yes,1
57,83.23,899.21,4,7,1,Month-to-month,DSL,No,No,No,Male,0,No,Yes,0
29,39.9,5022.79,4,6,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,1,No,No,0
69,61.83,2912.93,2,8,3,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,Yes,No,0
47,95.09,6332.42,1,7,3,Month-to-month,No,No,No,Yes,Male,0,Yes,Yes,1
62,30.14,1946.15,3,8,0,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,0
69,47.79,5149.69,2,8,3,Month-to-month,No,No,No,No,Male,0,Yes,No,0
16,47.63,1961.89,2,5,1,Two year,DSL,No,Yes,Yes,Female,0,No,No,0
48,63.2,5737.92,2,1,1,Month-to-month,DSL,No,Yes,No,Male,0,Yes,No,0
39,118.04,7002.06,1,6,3,Month-to-month,DSL,Yes,No,No,Male,0,No,No,1
33,26.75,1101.73,4,2,3,Two year,Fiber optic,No,Yes,Yes,Female,0,No,No,1
23,71.87,6946.11,1,6,1,One year,Fiber optic,Yes,No,Yes,Female,0,No,No,0
10,37.94,4789.24,2,8,3,Month-to-month,Fiber optic,No,Yes,No,Female,1,No,No,1
69,117.07,1104.17,1,9,4,Month-to-month,DSL,Yes,No,No,Female,0,No,No,1
34,31.33,3477.58,1,9,2,One year,DSL,No,Yes,Yes,Female,0,Yes,No,0
52,60.36,1370.8,2,1,4,Month-to-month,DSL,No,No,Yes,Male,0,No,Yes,0
10,93.79,5632.75,1,5,3,One year,Fiber optic,Yes,Yes,Yes,Female,1,No,Yes,1
19,90.46,6095.06,3,5,3,Two year,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,0
58,62.27,935.79,1,8,2,Month-to-month,Fiber optic,Yes,No,Yes,Female,1,No,Yes,1
1,54.65,4098.5,1,8,3,Month-to-month,No,Yes,Yes,No,Male,0,Yes,No,1
69,59.76,6535.54,4,4,2,One year,DSL,Yes,No,No,Male,0,No,Yes,0
4,46.43,7495.69,4,4,1,Month-to-month,DSL,Yes,Yes,No,Female,0,Yes,No,1
16,40.53,4156.79,2,8,2,Month-to-month,Fiber optic,Yes,No,Yes,Male,1,No,No,0
24,68.3,7607.21,2,7,2,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,No,0
2,46.85,4331.94,4,6,4,One year,Fiber optic,Yes,No,No,Male,0,Yes,Yes,1
32,48.75,3214.1,3,7,3,One year,No,No,No,No,Female,0,No,No,0
24,85.68,6800.8,1,5,1,Two year,Fiber optic,No,No,No,Male,0,No,No,0
12,116.85,3994.56,3,2,0,Two year,DSL,No,No,Yes,Male,1,Yes,No,0
50,80.36,3828.03,3,6,2,Month-to-month,DSL,No,No,Yes,Female,0,Yes,No,0
35,27.7,3973.47,4,7,0,One year,Fiber optic,Yes,No,Yes,Female,1,No,No,1
33,27.56,6789.6,2,7,3,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,Yes,No,1
33,115.14,6672.34,1,0,2,One year,DSL,No,Yes,No,Female,0,No,No,0
61,49.73,3287.81,2,6,0,Month-to-month,DSL,No,Yes,Yes,Female,0,Yes,No,1
51,29.21,2733.07,3,2,4,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,Yes,No,1
43,79.9,3986.23,3,1,0,One year,Fiber optic,Yes,No,Yes,Female,0,Yes,No,0
12,82.36,4624.9,2,1,4,Month-to-month,DSL,No,No,Yes,Female,0,No,No,1
67,84.85,1982.86,2,7,1,Two year,Fiber optic,No,Yes,No,Female,0,No,Yes,1
65,46.74,6372.25,4,8,3,One year,DSL,No,Yes,Yes,Female,1,No,No,0
33,21.51,3943.21,2,2,0,Month-to-month,No,Yes,No,No,Male,0,Yes,Yes,0
40,116.5,2738.96,2,2,2,Month-to-month,DSL,No,Yes,No,Male,0,No,No,1
43,45.09,943.89,4,5,3,Two year,Fiber optic,No,No,No,Female,1,No,Yes,0
44,87.6,1986.88,2,9,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,0
29,90.66,7599.32,3,0,2,One year,DSL,No,No,Yes,Male,0,Yes,No,0
13,81.0,2510.29,2,5,2,One year,Fiber optic,No,No,Yes,Female,0,No,No,0
12,51.29,1433.99,1,2,2,Two year,DSL,No,Yes,No,Male,0,No,No,0
46,47.11,3739.32,3,3,2,One year,Fiber optic,No,Yes,Yes,Male,0,No,Yes,1
2,79.77,2525.99,4,8,0,One year,Fiber optic,No,No,Yes,Male,0,No,No,1
35,106.61,377.76,3,2,1,Two year,DSL,No,Yes,Yes,Male,0,No,No,0
8,114.67,2652.85,4,0,4,Two year,DSL,No,Yes,Yes,Male,0,Yes,No,1
26,30.59,4398.46,1,2,4,One year,Fiber optic,No,No,No,Female,0,No,No,1
34,35.48,4458.53,1,6,4,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,No,1
7,114.47,2916.82,3,6,1,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,No,No,0
68,93.65,3633.69,2,4,2,One year,DSL,No,No,Yes,Male,0,Yes,Yes,0
58,108.3,7727.59,3,0,2,Month-to-month,No,No,No,No,Male,1,Yes,No,0
29,40.26,3081.05,3,7,3,Month-to-month,Fiber optic,Yes,No,No,Male,0,No,No,1
36,78.76,2139.99,1,9,4,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,No,Yes,1
21,90.11,2023.39,4,7,4,One year,DSL,Yes,No,Yes,Male,0,No,No,1
36,88.01,3716.34,3,9,2,Month-to-month,DSL,No,Yes,Yes,Male,0,No,Yes,1
10,60.82,6100.21,2,9,4,Month-to-month,DSL,Yes,Yes,Yes,Female,0,Yes,No,1
24,21.54,1727.31,1,9,2,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,No,0
64,78.29,5703.44,3,1,2,One year,Fiber optic,Yes,Yes,Yes,Male,0,No,Yes,0
49,45.31,267.08,3,9,2,Month-to-month,Fiber optic,No,No,No,Male,1,No,Yes,0
36,65.03,3409.57,2,2,0,Month-to-month,Fiber optic,No,Yes,No,Male,0,Yes,Yes,1
24,115.76,6229.33,3,3,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,1,Yes,No,0
23,59.9,2775.99,3,0,0,Month-to-month,DSL,No,Yes,Yes,Male,1,Yes,No,0
62,103.98,4553.52,3,3,0,One year,DSL,Yes,No,Yes,Female,0,Yes,No,0
37,38.85,1719.34,3,4,1,One year,No,No,No,Yes,Male,1,Yes,No,0
12,87.25,5961.76,2,2,3,Month-to-month,Fiber optic,No,No,Yes,Female,0,No,No,1
55,117.7,513.0,3,9,3,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,Yes,No,0
13,30.19,6835.09,3,1,2,Two year,DSL,Yes,Yes,Yes,Male,0,No,No,0
23,20.83,1665.75,3,5,4,Month-to-month,Fiber optic,No,No,No,Male,0,No,No,1
30,63.36,7007.74,1,7,0,Month-to-month,DSL,Yes,No,No,Female,1,No,Yes,0
17,29.26,2884.98,2,6,3,Month-to-month,No,Yes,Yes,No,Male,0,Yes,Yes,0
62,94.84,5809.2,1,0,3,Month-to-month,Fiber optic,No,No,No,Female,0,Yes,No,1
13,111.45,2621.88,1,3,0,Month-to-month,DSL,Yes,Yes,No,Female,0,Yes,Yes,0
59,63.4,7256.7,2,2,1,One year,No,No,No,Yes,Male,0,No,No,0
19,45.87,1100.43,1,5,1,Month-to-month,Fiber optic,No,Yes,No,Female,0,No,Yes,1
49,63.44,1510.31,1,8,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,1,Yes,No,1
12,92.34,3994.94,1,8,1,Month-to-month,DSL,Yes,Yes,No,Female,1,Yes,No,1
61,20.91,747.31,2,6,0,Month-to-month,DSL,Yes,No,Yes,Male,0,Yes,No,0
19,78.95,1648.24,3,8,3,Month-to-month,DSL,No,No,Yes,Male,0,No,No,1
9,81.33,7555.75,4,7,0,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,Yes,1
71,83.77,7814.27,4,4,1,Month-to-month,Fiber optic,No,No,Yes,Female,0,Yes,Yes,0
28,44.2,3072.45,2,8,0,One year,Fiber optic,Yes,Yes,Yes,Male,0,No,No,0
52,91.41,7393.96,4,6,1,One year,Fiber optic,Yes,No,No,Female,0,No,No,1
16,29.14,4404.11,2,4,1,Month-to-month,No,No,No,Yes,Female,0,Yes,No,0
69,39.93,2230.97,2,7,0,Month-to-month,DSL,Yes,Yes,No,Male,0,No,No,0
12,107.75,5648.95,4,6,1,One year,No,Yes,No,Yes,Female,0,No,Yes,1
25,93.87,5305.32,1,8,2,Month-to-month,No,No,No,Yes,Male,0,No,No,0
52,21.37,7914.09,3,9,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,0
53,44.84,2193.87,4,0,2,One year,DSL,Yes,Yes,Yes,Female,1,No,No,0
23,41.44,5409.27,4,8,0,Two year,Fiber optic,No,Yes,Yes,Male,0,No,Yes,0
16,47.08,510.99,4,6,1,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,0
57,44.76,997.8,4,0,1,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,Yes,No,0
39,26.25,130.96,2,0,3,Two year,DSL,No,No,No,Male,0,No,No,0
53,65.89,7995.74,2,4,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,No,Yes,1
42,93.27,6437.96,3,7,2,Two year,Fiber optic,Yes,No,No,Female,0,No,Yes,0
58,80.67,6315.11,3,8,1,Month-to-month,DSL,Yes,Yes,No,Male,0,Yes,No,1
39,87.29,4126.84,4,5,3,Month-to-month,Fiber optic,No,Yes,No,Female,0,Yes,Yes,0
14,28.11,2470.53,4,9,1,Month-to-month,DSL,Yes,Yes,No,Male,0,No,No,0
5,115.15,1294.99,4,7,0,Two year,Fiber optic,No,No,Yes,Male,1,Yes,No,1
35,103.85,2348.93,3,5,3,Two year,No,Yes,No,No,Female,0,Yes,No,1
18,100.51,3070.17,4,5,2,Month-to-month,DSL,Yes,No,Yes,Female,0,Yes,No,0
9,102.3,6074.85,1,3,3,One year,Fiber optic,Yes,Yes,Yes,Male,0,Yes,Yes,1
58,113.27,4363.33,3,4,1,One year,DSL,Yes,Yes,No,Male,0,Yes,No,0
17,74.43,712.12,1,1,4,One year,Fiber optic,Yes,No,No,Female,0,Yes,Yes,0
7,40.03,242.43,4,2,4,Two year,No,Yes,No,No,Male,0,No,Yes,1
46,81.68,908.42,2,2,1,Month-to-month,DSL,Yes,No,Yes,Male,0,No,Yes,0
13,94.29,3342.94,1,4,0,Month-to-month,No,Yes,No,Yes,Male,0,No,No,1
40,93.79,7472.22,3,4,3,Two year,Fiber optic,Yes,Yes,No,Male,1,Yes,No,0
42,72.14,5135.48,1,5,4,Two year,DSL,No,No,No,Female,0,No,No,0
9,26.85,6434.42,3,4,0,Month-to-month,No,Yes,No,Yes,Male,0,No,Yes,0
50,57.11,3784.36,4,5,1,Month-to-month,DSL,No,Yes,Yes,Female,0,Yes,No,0
27,112.08,2957.16,1,7,0,Two year,DSL,No,No,No,Female,0,No,Yes,0
66,78.44,956.36,2,1,1,Month-to-month,Fiber optic,Yes,No,No,Male,0,No,Yes,1
5,73.83,7019.87,1,3,3,One year,Fiber optic,No,No,Yes,Female,0,No,No,1
29,46.89,6286.96,2,5,0,Month-to-month,Fiber optic,No,Yes,No,Male,0,No,No,0
37,56.84,1428.13,3,4,3,Two year,DSL,No,Yes,Yes,Male,0,Yes,No,0
38,109.53,4146.86,4,0,0,Month-to-month,No,No,No,No,Female,0,No,No,0
8,86.65,3950.26,4,8,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,Yes,Yes,1
65,98.74,5038.22,2,2,1,Month-to-month,No,No,No,Yes,Female,0,Yes,No,1
17,65.43,7574.88,3,1,0,Two year,DSL,Yes,No,No,Male,1,No,No,0
71,83.02,4680.19,4,8,1,One year,Fiber optic,No,Yes,Yes,Male,0,Yes,Yes,1
45,44.84,4367.72,3,6,2,One year,No,No,No,No,Male,0,Yes,No,0
4,90.55,497.55,2,4,2,Month-to-month,Fiber optic,No,Yes,No,Female,0,Yes,No,1
36,62.76,596.97,2,5,3,Two year,No,Yes,Yes,No,Female,0,Yes,No,0
70,64.25,1580.04,1,3,2,One year,DSL,Yes,Yes,Yes,Female,0,No,No,0
31,84.93,356.52,4,0,2,One year,DSL,Yes,No,No,Female,0,No,No,1
19,113.63,5972.49,4,3,4,Two year,No,Yes,No,No,Female,1,Yes,No,1
61,26.4,5814.31,1,8,4,Month-to-month,No,No,No,No,Male,0,Yes,No,1
54,102.47,1174.84,2,0,4,One year,DSL,Yes,No,Yes,Male,0,Yes,No,0
39,49.24,6705.02,2,9,4,Two year,DSL,No,Yes,Yes,Female,0,Yes,Yes,1
19,64.39,1322.81,2,2,1,One year,Fiber optic,Yes,No,Yes,Female,1,No,No,0
39,22.19,2479.29,2,4,3,One year,No,No,No,Yes,Female,0,Yes,Yes,0
67,50.1,2066.92,3,6,3,Month-to-month,Fiber optic,No,Yes,No,Female,0,No,No,1
45,70.26,3041.23,4,8,2,One year,Fiber optic,Yes,Yes,Yes,Male,0,Yes,Yes,0
13,25.62,2111.84,4,5,3,Month-to-month,Fiber optic,No,No,No,Female,0,Yes,Yes,0
58,69.11,3962.71,2,2,2,Month-to-month,DSL,No,Yes,Yes,Female,0,Yes,Yes,1
20,112.71,3318.52,2,6,3,Two year,No,No,No,Yes,Female,0,No,Yes,0
61,30.54,7893.9,2,3,0,Month-to-month,Fiber optic,No,No,Yes,Male,0,No,Yes,1
39,96.44,541.82,4,2,0,Month-to-month,Fiber optic,No,Yes,No,Male,1,No,No,0
1,60.97,1223.23,4,6,3,One year,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,1
3,85.52,517.32,2,6,1,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,No,1
62,46.02,5044.15,3,3,2,Month-to-month,Fiber optic,No,No,No,Female,0,Yes,No,0
63,35.95,530.62,1,6,3,Month-to-month,No,No,No,Yes,Female,0,Yes,No,0
25,36.05,6707.87,1,1,2,Month-to-month,Fiber optic,Yes,No,No,Female,0,No,No,0
56,27.05,4144.32,1,0,4,Month-to-month,Fiber optic,Yes,No,No,Male,0,Yes,No,1
33,38.56,4263.36,4,1,3,Month-to-month,DSL,Yes,Yes,Yes,Female,1,No,Yes,1
38,86.42,4536.6,4,3,1,Month-to-month,No,No,No,No,Female,0,Yes,Yes,1
6,108.17,1449.43,1,7,4,Month-to-month,DSL,No,Yes,No,Male,0,Yes,No,1
58,101.41,1661.75,1,2,3,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,1
44,88.51,2618.66,3,9,0,Two year,DSL,Yes,Yes,Yes,Female,0,Yes,Yes,1
45,31.04,4788.62,4,5,3,Month-to-month,Fiber optic,Yes,No,No,Female,0,Yes,No,1
32,48.92,1759.93,4,5,0,One year,No,No,No,No,Male,0,No,Yes,0
45,50.98,1019.02,1,8,0,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,No,1
61,45.0,7763.92,3,8,3,One year,DSL,No,Yes,Yes,Male,1,Yes,No,0
47,71.5,273.66,3,3,3,One year,DSL,Yes,Yes,No,Female,0,No,No,0
21,73.56,6441.31,1,8,0,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,No,No,1
36,55.69,6325.48,1,5,2,Month-to-month,DSL,Yes,Yes,No,Male,0,Yes,No,0
19,55.38,2447.99,4,1,4,Month-to-month,Fiber optic,Yes,No,No,Male,1,No,Yes,1
20,102.86,1171.45,1,9,1,One year,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,0
57,98.93,1250.47,2,5,3,Month-to-month,No,No,No,Yes,Male,1,No,No,0
18,50.78,5609.71,3,1,4,Two year,Fiber optic,No,Yes,No,Female,0,No,No,1
47,111.38,5178.17,1,7,4,Month-to-month,DSL,No,Yes,Yes,Female,1,Yes,No,1
49,115.28,6283.69,2,3,2,Month-to-month,No,No,No,Yes,Female,0,No,Yes,0
14,52.67,7506.1,3,4,4,One year,Fiber optic,No,No,No,Male,0,Yes,No,0
15,55.44,5566.23,2,7,3,Two year,No,No,Yes,No,Female,1,Yes,Yes,0
31,70.56,1331.23,2,7,4,Month-to-month,DSL,Yes,No,No,Male,0,Yes,Yes,0
1,114.11,2023.2,1,5,3,One year,Fiber optic,Yes,No,Yes,Male,0,No,No,1
54,107.63,6753.33,3,3,3,Month-to-month,No,No,Yes,No,Male,1,Yes,No,0
3,30.26,1753.52,2,0,0,One year,DSL,No,Yes,Yes,Male,0,No,No,0
16,59.27,672.93,4,6,2,One year,Fiber optic,No,Yes,No,Female,0,Yes,No,0
57,75.34,5655.91,3,7,1,Two year,DSL,Yes,No,No,Female,0,No,No,0
12,70.31,3279.96,4,8,0,Month-to-month,Fiber optic,No,Yes,No,Female,0,No,No,0
16,39.39,7368.32,1,1,1,Month-to-month,No,Yes,Yes,No,Male,1,No,No,1
24,105.88,5237.02,4,0,3,One year,Fiber optic,No,No,Yes,Female,0,No,No,0
28,87.69,814.31,3,3,0,Month-to-month,No,Yes,Yes,No,Female,0,Yes,Yes,0
8,103.79,7588.07,2,4,4,One year,Fiber optic,Yes,No,No,Female,0,Yes,No,1
36,105.88,2142.6,2,9,4,Month-to-month,No,No,No,No,Female,1,Yes,No,0
8,94.84,2763.98,3,0,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,1
58,63.92,3277.86,2,4,3,Two year,DSL,Yes,No,No,Male,0,No,Yes,0
60,81.05,504.67,4,5,1,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,Yes,No,1
50,36.04,4022.47,2,2,2,Two year,Fiber optic,Yes,Yes,No,Male,1,No,No,0
28,87.36,1074.22,2,6,4,Two year,No,No,No,Yes,Male,0,No,No,0
41,37.93,3267.67,4,5,0,One year,Fiber optic,Yes,Yes,No,Male,1,Yes,No,0
64,89.39,2870.61,4,3,0,Month-to-month,Fiber optic,Yes,Yes,No,Female,1,Yes,No,1
27,42.96,6205.44,4,2,0,Two year,No,Yes,Yes,Yes,Female,0,Yes,No,0
63,31.76,6445.05,1,4,4,One year,No,No,Yes,No,Male,0,Yes,No,0
17,36.53,1311.96,4,2,3,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,Yes,1
33,20.2,2995.75,4,9,4,Month-to-month,No,Yes,No,No,Male,0,No,No,0
29,91.87,3049.49,1,8,4,Month-to-month,Fiber optic,No,No,No,Male,0,Yes,Yes,0
13,93.24,1296.14,2,8,0,Two year,DSL,No,No,Yes,Female,0,Yes,Yes,0
46,71.49,6407.78,4,5,4,Two year,DSL,No,Yes,Yes,Male,0,Yes,No,0
35,36.14,5687.1,3,5,0,Two year,No,No,Yes,No,Female,1,No,Yes,0
6,28.36,1604.02,4,3,3,One year,DSL,No,Yes,Yes,Male,0,Yes,No,0
